# File: IEA_CCUS_Projects_Database_2025.csv
# Title: Operational + Under Construction CCUS Capacity
# Units: MtCO2 per year
# Source: IEA 2025 https://www.iea.org/data-and-statistics/data-product/ccus-projects-database#
# Column types: ciccciiiicncncccc
# ----------
Project name,ID,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning/cancellation,Project Status,Project phase,Announced capacity (Mt CO2/yr),Estimated capacity by IEA (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub,Region
Project Bison (WY) Phase 2,471,United States,"CarbonCapture, Frontier Carbon Solutions",Capture,2022,,2026,2024,Cancelled,2,0.2,0.2,DAC,Dedicated storage,Sweetwater Carbon Storage Hub (WY),North America
Project Bison (WY) Phase 3,472,United States,"CarbonCapture, Frontier Carbon Solutions",Capture,2022,,2028,2024,Cancelled,3,0.8,0.8,DAC,Dedicated storage,Sweetwater Carbon Storage Hub (WY),North America
Project Bison (WY) Phase 4,473,United States,"CarbonCapture, Frontier Carbon Solutions",Capture,2022,,2028,2024,Cancelled,4,4,4,DAC,Dedicated storage,Sweetwater Carbon Storage Hub (WY),North America
South Texas DAC Hub (TX),474,United States,"1PointFive, Oxy low carbon ventures (Occidental)",Full chain,2022,,2030,,Planned,1,1,1,DAC,Dedicated storage,South Texas DAC Hub,North America
Gemini (formerly Denbury Ascension Parish sequestration) (LA),477,United States,ExxonMobil (formerly Denbury carbon solutions),Storage,2022,,2026,,Planned,,20-Oct,10,Storage,Dedicated storage,Gemini (LA),North America
Ascension Clean Energy (ACE) complex (LA),484,United States,"Clean Hydrogen Works (Joint venture between Denbury Carbon Solutions (ExxonMobil) (T&S), Hafnia (ammonia export), MOL (shipping), Mitsui OSK",Capture,2022,2026,2029,,Planned,,12,12,Hydrogen or ammonia,Dedicated storage,Denbury Green pipeline /Gemini (LA),North America
Centrica Equinor hydrogen hub Easington collaboration,486,United Kingdom,"Centrica, Equinor",Full chain,2022,,,,Planned,,,,Hydrogen or ammonia,Dedicated storage,,Europe
"BlueBonnet Sequestration Hub (Chambers, Liberty, and Jefferson County) (TX)",487,United States,"1PointFive,Occidental",Storage,2022,,2026,,Planned,,8,8,Storage,Dedicated storage,BlueBonnet sequestration hub,North America
1PointFive and Entreprise BlueBonnet transport network (TX),487,United States,"1PointFive, Entreprise Product Partners",Transport,2024,,,,Planned,,,,Transport,Dedicated storage,BlueBonnet sequestration hub,North America
Alberta Carbon Grid (ALB) phase 2,492,Canada,"Pembina Pipeline Corporation, TC Energy",T&S,2021,,,,Planned,2,10,10,T&S,Dedicated storage,Alberta Carbon Grid (ALB),North America
Taiwan Cement Hoping/Heping plant,494,Chinese Taipei,Taiwan cement,Capture,2019,,2030,,Planned,1,0.1,0.1,Cement,Use,,Other Asia Pacific
EnLink midstream network (LA),495,United States,EnLink Midstream,Transport,2022,,2026,,Planned,,2,2,Transport,Dedicated storage,Enlink midstream network (LA),North America
Athabasca Banks Carbon Hub (ALB),496,Canada," Vault 44.01 Ltd., Moraine Initiatives Ltd.",Storage,2022,2026,2027,,Planned,,,,Storage,Dedicated storage,Athabasca Banks Carbon Hub (ALB),North America
Battle River Carbon Hub (ALB),497,Canada,"Heartland Generation Ltd., Carbon Alpha",T&S,2022,2025,2029,,Planned,,5,5,T&S,Dedicated storage,Battle River Carbon Hub (ALB),North America
Bow River Hub (ALB),498,Canada," Inter Pipeline Ltd., Entropy Inc. ",T&S,2022,,,,Planned,,5,5,T&S,Dedicated storage,Bow River Hub (ALB),North America
Brazeau Carbon Sequestration Hub (ALB),499,Canada, Tidewater Midstream & Infrastructure Ltd.,T&S,2022,,,,Planned,,,,T&S,Dedicated storage,Brazeau Carbon Sequestration Hub (ALB),North America
Central Alberta Hub (ALB),500,Canada," Wolf Midstream, Whitecap Resources Inc., the First Nation Capital Investment Partnership (FNCIP), Heart Lake First Nation",Storage,2022,,2027,,Planned,,,,Storage,Dedicated storage,Alberta Carbon TrunkLine (ACTL)/Central Alberta Hub (ALB),North America
East Calgary Region Carbon Sequestration Hub (ALB),501,Canada," Reconciliation Energy Transition Inc. (RETI), Sumitomo",Storage,2022,,2026,,Planned,,10-May,10,Storage,Dedicated storage,East Calgary Region Carbon Sequestration Hub (ALB),North America
Grande Prairie Net Zero Gateway (ALB),502,Canada," Keyera Corp.,  Entropy Inc., NorthRiver Midstream",Storage,2022,,,,Planned,,3.3,3.3,Storage,Dedicated storage,Grande Prairie Net Zero Gateway,North America
Greenview Region CCS Project (ALB),503,Canada, ARC Resources Ltd. ,Storage,2022,,,,Planned,,,,Storage,Dedicated storage,Greenview Region CCS Project (ALB),North America
Maskwa Project (ALB),504,Canada, Kiwetinohk Energy Corp.,Storage,2022,,,,Planned,,,,Storage,Dedicated storage,Maskwa Project (ALB),North America
North Drumheller Hub (ALB),505,Canada, Bison Low Carbon Ventures Inc. ,Storage,2022,,,,Planned,,3,3,Storage,Dedicated storage,North Drumheller Hub (ALB),North America
Pathways Alliance (T&S) (ALB),506,Canada,"CNRL, Cenovus Energy, ConocoPhilips, Imperial, MEG Energy, Suncor (Pathway Alliance)",T&S,2022,2025,2030,,Planned,,12-Oct,12,T&S,Dedicated storage,Pathways Alliance,North America
Opal Carbon Hub (ALB),507,Canada, Kiwetinohk Energy Corp.,Storage,2022,,,,Planned,,,,Storage,Dedicated storage,Opal Carbon Hub (ALB),North America
Pincher Creek Carbon Sequestration Hub (ALB),508,Canada, West Lake Energy Corp.,Storage,2022,,,,Planned,,2.7,2.7,Storage,Dedicated storage,Pincher Creek Carbon Sequestration Hub (ALB),North America
Project Clear Horizon - natural gas fired power plants (ALB),509,Canada, City of Medicine Hat,Full chain,2022,,,,Planned,,,,Power and heat,Dedicated storage,Project Clear Horizon (ALB),North America
Ram River Carbon Sequestration Hub (ALB),510,Canada, Tidewater Midstream,Storage,2022,,,,Planned,,,,Storage,Dedicated storage,Ram River Carbon Sequestration Hub (ALB),North America
Rocky Mountain Carbon Vault (ALB),511,Canada, Vault 44.01 Ltd.,Storage,2022,,2027,,Planned,,,,Storage,Dedicated storage,Rocky Mountain Carbon Vault (ALB),North America
Rolling Hills Carbon Sequestration Hub (ALB),512,Canada," AltaGas Ltd., Whitecap Resources Inc.",Storage,2022,,2026,,Planned,,5,5,Storage,Dedicated storage,Rolling Hills Carbon Sequestration Hub (ALB),North America
The Grande Prairie CCS Hub (ALB),513,Canada, Enhance Energy Inc.,Storage,2022,,,2023,Cancelled,,,,Storage,Dedicated storage,The Grande Prairie CCS Hub (ALB),North America
Tourmaline Clearwater CCUS (ALB),514,Canada, Tourmaline Oil Corp.,Storage,2022,,,,Planned,,10,10,Storage,Dedicated storage,Tourmaline Clearwater CCUS (ALB),North America
Pembroke Net Zero Centre (PNZC),515,United Kingdom,RWE,Capture,2022,2025,2040,,Planned,,5.149,5.149,Power and heat,Dedicated storage,,Europe
Competitive Power Ventures CCGT (WV),518,United States,Competitive Power Ventures,Capture,2021,,,,Planned,,,,Power and heat,Unknown/unspecified,,North America
Bacton Thames Net Zero,519,United Kingdom,Eni,T&S,2022,2027,2030,,Planned,,10-May,10,T&S,Dedicated storage,Bacton Thames Net Zero initiative,Europe
Cstore 1,520,Australia,"deepC Store, Add Energy, CSIRO, JX Nippon Oil and Gas Exploration Corporation, Kyushu Electric Power, Mitsui OSK Lines, Osaka Gas, Technip Energies, Toho Gas",T&S,2021,,,,Planned,,1.5 - 7.5,7.5,T&S,Dedicated storage,Cstore 1,Australia and New Zealand
OCI Fertilizer plant phase 1 (IA),521,United States,"OCI, Enerflex (CO2 capture), Blackrock (funding), Navigor (T)",Capture,2021,2022,2025,,Under construction,1,0.45,0.45,Chemicals,Dedicated storage,Heartland Greenway,North America
OCI Fertilizer plant phase 2 (IA),522,United States,"OCI, Enerflex (CO2 capture), Blackrock (funding), Navigor (T)",Capture,2021,,,,Planned,2,0.25,0.25,Chemicals,Dedicated storage,Heartland Greenway,North America
Reindeer CCS,523,Australia,"Santos Offshore Pty Ltd (50% and Operator), Chevron Australia Pty Ltd (50%)",Storage,2022,2025,2028,,Planned,,5,5,Storage,Dedicated storage,Santos Carnavon Basin storage (Reindeer CCS),Australia and New Zealand
Santos Bonaparte Basin storage,524,Australia,"Santos Offshore Pty Ltd (40% and Operator), Chevron Australia Pty Ltd (30%), SK E&S (30%) ",Storage,2022,,,,Planned,,,,Storage,Dedicated storage,Santos Bonaparte Basin storage,Australia and New Zealand
Heidelberg Materials Mitchell plant (IN),525,United States,Heidelberg Materials,Capture,2022,,2030,,Planned,,2,2,Cement,Dedicated storage,Mitchell CarbonSAFE (IL),North America
Errai storage project,526,Norway,"Horisont Energi (60%), Neptune Energy (40%), E.On (CO2 source) ",Storage,2021,2025,2026,2023,Cancelled,,8-Apr,8,Storage,Dedicated storage,Gismarvik CO2 hub/Errai project,Europe
CO2nnectNow HES Wilhelmshaven Tank Terminal phase 1,527,Netherlands,Wintershall Dea (Harbour Energy),Transport,2022,,2028,,Planned,1,10,10,Transport,Dedicated storage,CO2nnectNow HES Wilhelmshaven Tank Terminal,Europe
"CO2T (formerly known as NOR-GE, Windershall DEA - Equinor pipeine)",528,Netherlands-Norway,"Gassco, Equinor, Harbour, Northern Lights, Total Energies, Aker BP, V r Energi, Norske Shell",Transport,2022,,2035,,Planned,1,20,20,Transport,Dedicated storage,"CO2T, EU2NSEA",Europe
Wintershall Dea-Equinor Gernany-Norway pipeline phase 2,529,Netherlands-Norway,"Wintershall Dea (Harbour Energy), Equinor",Transport,2022,,2037,,Cancelled,2,20,20,Transport,Dedicated storage,Wintershall Dea-Equinor Gernany-Norway pipeline,Europe
Luna storage,530,Norway,"(60%, Harbour Energy), TotalEnergies (40%) (formerly owned by CapeOmega)",Storage,2022,2025,2030,,Planned,,5,5,Storage,Dedicated storage,Harbour Energy ,Europe
INPEX Bonaparte CCS Assessment,531,Australia,"Inpex (53%), TotalEnergies (26%), Woodside (21%, operator)",Storage,2022,,2030,,Planned,,2.5,2.5,Storage,Dedicated storage,,Australia and New Zealand
Ghent Carbon Hub,532,Belgium,"Fluxys, ArcelorMittal, North Sea Port",Transport,2022,,2027,,Planned,,6,6,Transport,Dedicated storage,,Europe
Removr Carbfix Polar plant phase 1,536,Iceland,"Removr (Greencap 40%, Vanir Green Industries 60%), Carbfix",Full chain,2022,,2026,,Planned,1,0.002,0.002,DAC,Dedicated storage,,Europe
Carbon Clean CEMEX Rudersdorf plant phase 1,539,Germany,"CEMEX, carbon clean, KBR(FEED)",CCU,2021,,2026,,Planned,1,0.11,0.11,Cement,Use,,Europe
Cemex Rudersdorf CO2llect,540,Germany,"CEMEX, Linde",Capture,2024,,2030,,Planned,,1.3,1.3,Cement,Dedicated storage,,Europe
Air Liquide Shanghai Chemical Industry Park (SCIP) decarbonisation (Shanghai),541,People's Republic of China,SCIPIG (Air Liquide),Capture,2022,,2028,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,Other Asia Pacific
Net Power Odessa gas plant (TX),543,United States,"Net Power, Occidental (T&S), 8 Rivers capital (funding)",Capture,2022,,2026,,Planned,,,,Power and heat,Dedicated storage,,North America
Ince Bioenergy Carbon Capture and Storage (InBECCS) scaleup,545,United Kingdom,"Bioenergy Infrastructure Group (Evero), Peel NRE, Mistubishi Heavy Industries",Capture,2021,,2029,,Planned,1,0.25,0.25,Power and heat,Dedicated storage,Liverpool Bay CO2 storage,Europe
Protos CO2 network phase 1,546,United Kingdom,"Peel NRE, Progressive Energy",Transport,2022,,,,Planned,1,0.8,0.8,Transport,Dedicated storage,Liverpool Bay CO2 storage,Europe
Protos CO2 network phase 2,547,United Kingdom,"Peel NRE, Progressive Energy",Transport,2022,,,,Planned,2,0.4,0.4,Transport,Dedicated storage,Liverpool Bay CO2 storage,Europe
Papua LNG CCS,548,Papua New Guinea,TotalEnergies,Full chain,2018,2025,2027,,Planned,,1,1,Natural gas processing/LNG,Dedicated storage,,Other Asia Pacific
Voestalpine hot briquetted iron plant Portland (TX),549,United States,"Board of Trustees of the University of Illinois, Voestalpine, Air Liquide",Capture,2022,,,,Planned,,,,Iron and steel,Dedicated storage,,North America
LG&E Cane Run NGCC CR7 (KY),551,United States,"LG&E Cane Run, Electric Power Research Institute (FEED), University of Kentucky (tech), DOE (FEED funding)",Capture,2022,,,,Planned,1,1.7,1.7,Power and heat,Unknown/unspecified,,North America
Polk Power station NGCC/Polk carbon storage complex (FL),552,United States,"Tampa Electric Company, ION Clean Energy, DOE Office of Clean Energy Demonstrations (FEED funding)",Full chain,2022,,,,Planned,,3,3,Power and heat,Dedicated storage,,North America
CEMEX Balcones Cement plant (TX),553,United States,"Research Triangle Institute (RTI) International, Cemex",Capture,2020,,,,Planned,,0.5,0.5,Cement,Unknown/unspecified,,North America
Hover cement works Hannover phase 1,555,Germany,"Holcim Group, Cool Planet Technologies",Capture,2021,,2026,,Planned,1,0.19 - 0.18,0.184,Cement,Unknown/unspecified,,Europe
Hover cement works Hannover phase 2,556,Germany,"Holcim Group, Cool Planet Technologies",Capture,2021,,2028,,Planned,2,0.8,0.8,Cement,Unknown/unspecified,,Europe
GO4ZERO Oburg,557,Belgium,"Holcim Group, TotalEnergies, Air Liquide",Capture,2022,,2028,,Planned,,1.1,1.1,Cement,Dedicated storage,Antwerp@C,Europe
ANRAV-CCUS (Devnya plant),560,Bulgaria,"Heidelberg Materials, Petroceltic",Full chain,2022,,2028,,Planned,1,0.8,0.8,Cement,Dedicated storage,,Europe
Hynovi project (Vicat Montalieu plant),561,France,Vicat,CCU,2021,,2026,,Planned,,0.5,0.5,Cement,Use,,Europe
Project Air Perstorp Oxo capture,563,Sweden,"Perstorp Oxo AB (capture and methanol), FORTUM SVERIGE AB (hydrogen), Sydkraft AB, Uniper, Sunfire (electrolyser), Johnson Matthey (methanol synthesis, FEED)",CCU,2020,,2027,,Planned,,0.406,0.406,Chemicals,Use,,Europe
Hyskies Vattenfall CHP Lanzatech,564,Sweden,"Vattenfall, SAS, Lanzatech",CCU,2021,,2028,,Planned,,0.207,0.207,Power and heat,Use,,Europe
Go4ECOPLANET Kujawy,565,Poland,"Lafarge Cement Polska (Holcim Group), Air Liquide, Protech Sp. z o. o. (FEED)",Capture,2022,,2027,,Planned,,1.2,1.2,Cement,Dedicated storage,ECO2CEE,Europe
Medway CCGT power station,567,United Kingdom,Oilex,Capture,2022,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS,Europe
Grain CCGT power station,568,United Kingdom,"Synergia Energy, Technip Energies (PDP), Aker Carbon Capture (PDP), Oilex",Capture,2022,,2026,,Planned,,2,2,Power and heat,Dedicated storage,Acorn Isle of Grain to Peterhead shipping/Acorn CCS,Europe
Damhead Creek CCGT power station,569,United Kingdom,Oilex,Capture,2022,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS,Europe
Medway Hub CCS,570,United Kingdom,Synergia Energy Ltd,T&S,2022,2028,2032,,Planned,,6,6,T&S,Dedicated storage,Medway Hub CCS,Europe
Longford gas plant,571,Australia,ExxonMobil,Capture,2022,,2026,,Planned,,2,2,Natural gas processing/LNG,Dedicated storage,Sea CCS hub,Australia and New Zealand
Co-op Renewable Diesel Complex (SK),572,Canada,"Federated Co-operatives (FCL), Fluor and Whitecap Resources Inc.",Capture,2021,2025,2027,,Planned,,,,Biofuels,Dedicated storage,Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn),North America
Co-op Belle Plaine Ethanol Complex (SK),573,Canada,"Federated Co-operatives (FCL), Whitecap Resources Inc. (MoU with FCL to capture, transport and store)",Capture,2021,,2026,,Planned,,,,Biofuels,Dedicated storage,Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn),North America
Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn) (SK),574,Canada,Whitecap Resources Inc.,T&S,2021,2026,2026,,Planned,2,1.2 - 3,3,T&S,Dedicated storage,Southeast Saskatchewan CCUS Hub (Belle Plaine and Weyburn),North America
Gulf Coast Sequestration Hub Lake Charles (LA),579,United States,Gulf Coast Sequestration ,Storage,2020,,2030,,Planned,,2.7,2.7,Storage,Dedicated storage,Gulf Coast Sequestration Hub(LA),North America
Grandpuits biorefinery,581,France,"Air Liquide, TotalEnergies",CCU,2022,2022,2025,,Under construction,,0.11,0.11,Other fuel transformation,Use,,Europe
Arcelor Mittal Air Liquide Low-carbon steel (phase 2?),582,France,0,Capture,2020,,,,Planned,2,1 - 2.85,1,Iron and steel,Dedicated storage,,Europe
Energy Recovery Facility Edmonton EcoPark,583,United Kingdom,North London Waste Authority (NLWA),Capture,2020,,,,Planned,,,,Power and heat,Dedicated storage,Bacton Thames Net Zero Initiative,Europe
Antwerp@C CO2 Export Hub phase 2,585,Belgium,"Air Liquide, BASF, Borealis, ExxonMobil, INEOS, TotalEnergies, Fluxys, Port of Antwerp",Transport,2019,2025,2030,,Planned,2,7.5,7.5,Transport,Dedicated storage,Antwerp@C,Europe
Chevron Mitsui CO2 shipping SGP-AUS,586,Singapore-Australia,"Chevron, Mitsui",Transport,2022,,,,Planned,,2.5,2.5,Transport,Dedicated storage,Chevron Mitsui CO2 shipping SGP-AUS,Other Asia Pacific
Industrial Carbon Capture (ICC) Stanlow,589,United Kingdom,"Essar Energy Transition (Essar Oil), Kent (pre-FEED), Mistubishi Heavy Industries (FEED), Topsoe (tech partner)",Capture,2019,,2028,,Planned,,0.86,0.86,Other fuel transformation,Dedicated storage,Liverpool Bay CO2 storage (Hynet),Europe
Huaneng Longdong Energy base/Zhengning coal power plant (Gansu),593,People's Republic of China,China Huaneng Group,CCU,2021,2022,2025,,Under construction,,1.5,1.5,Power and heat,Use,,Other Asia Pacific
BIGST gas fiels Cluster Heads of Agreement,598,Malaysia,"Petronas, JX Nippon",Full chain,2022,,,,Planned,,,,Natural gas processing/LNG,Dedicated storage,,Other Asia Pacific
Carbon TerraVault 1: Lone Cypress Hydrogen project (CA),599,United States,"Lone Cypress Energy services, California Resources Corporation (Carbon TerraVault)",Capture,2022,2025,2026,,Planned,,0.1,0.1,Hydrogen or ammonia,Dedicated storage,Carbon TerraVault 1,North America
Jubail CCS Hub (*capture sources under evaluation),601,Saudi Arabia,"Saudi Aramco (60%), SLB (20%), Linde (20%)",T&S,2022,2025,2027,,Planned,,9,9,T&S,Dedicated storage,Jubail CCS hub,Middle East
Battle River Power Station (AB),604,Canada,TransAlta(formerly Heartland Generation Ltd),Capture,2022,,,,Planned,,,,Power and heat,Unknown/unspecified,Battle River Carbon Hub (ALB),North America
Exshaw Cement Carbon Capture (ALB),605,Canada,Lafarge Canada (Holcim Group),Capture,2022,2026,2030,,Planned,,1,1,Cement,Dedicated storage,,North America
"CCUS hub at Strathcona Resources Cold Lake Lindbergh, Orion, and Tucker SAGD facilities (x 3 projects) (ALB)",606,Canada,Strathcona Resources Ltd.,Capture,2022,,,,Cancelled,,,,Other fuel transformation,Dedicated storage,,North America
Athabasca Leismer project (ALB),607,Canada,"Entropy Inc, Athabasca Oil Corporation",Full chain,2022,,2026,,Planned,,0.44,0.44,Other fuel transformation,Unknown/unspecified,,North America
Nutrien Redwater Fertilizer (ALB) phase 2,608,Canada,Nutrien (formerly Agrium),Capture,2022,,,,Planned,2,,,Chemicals,EOR,Alberta Carbon Trunk Line (ACTL),North America
Hinton Bioenergy CCS project (ALB),609,Canada," Vault 44.01 Ltd, West Fraser, TorchLight Bioresources",Capture,2022,2025,2027,,Planned,,1.26,1.26,Other industry,Dedicated storage,Rocky Mountain Carbon Vault (ALB),North America
Suncor Edmonton Refinery - Fluid Catalytic Cracker Capture (ALB),610,Canada,"Suncor, Svante",Capture,2023,,,,Planned,,,,Other fuel transformation,Unknown/unspecified,,North America
Shepard Energy Centre (SEC) (ALB),611,Canada,Enmax Energy Corporation,Capture,2022,,,,Planned,,,,Power and heat,Unknown/unspecified,,North America
Morecambe Net Zero Cluster,615,United Kingdom,Spirit Energy (Centrica and Stadtwerke Mucnchen GmbH joint venture),T&S,2023,,2030,,Planned,,5,5,T&S,Dedicated storage,Morecambe Net Zero Cluster,Europe
"Integratred clean ammonia production, Port of Corpus Christi (TX) phase 1",616,United States,"Rwe, Lotte Chemical Corporation, Mitsubishi Corporation (JSA)",Capture,2023,,2030,,Planned,1,,,Hydrogen or ammonia,Unknown/unspecified,,North America
